Mut_freq	Plate	Amplicon	Cell_type	Well	Plate_Well
0.0	AS-194	RN_RUNX1_c	nBCs	F20	AS-194_F20
0.01020408163265306	AS-194	RN_RUNX1_g	nBCs	F20	AS-194_F20
0.009594882729211088	AS-194	RN_SRSF2	nBCs	F20	AS-194_F20
0.026490066225165563	AS-194	RN_TET2a	nBCs	F20	AS-194_F20
0.0	AS-194	RN_RUNX1_c	nBCs	F22	AS-194_F22
0.0	AS-194	RN_RUNX1_g	nBCs	F22	AS-194_F22
0.10344827586206896	AS-194	RN_SRSF2	nBCs	F22	AS-194_F22
0.14871794871794872	AS-194	RN_TET2a	nBCs	F22	AS-194_F22
0.001358695652173913	AS-194	RN_RUNX1_c	nBCs	G8	AS-194_G8
0.05333333333333334	AS-194	RN_RUNX1_g	nBCs	G8	AS-194_G8
0.02564102564102564	AS-194	RN_SRSF2	nBCs	G8	AS-194_G8
0.009708737864077669	AS-194	RN_TET2a	nBCs	G8	AS-194_G8
0.0008280968386185396	AS-194	RN_RUNX1_c	nBCs	G13	AS-194_G13
0.0025651988029072254	AS-194	RN_RUNX1_g	nBCs	G13	AS-194_G13
0.028938906752411574	AS-194	RN_SRSF2	nBCs	G13	AS-194_G13
0.036231884057971016	AS-194	RN_TET2a	nBCs	G13	AS-194_G13
0.0009502692429521698	AS-194	RN_RUNX1_c	nBCs	G16	AS-194_G16
0.0011441647597254005	AS-194	RN_RUNX1_g	nBCs	G16	AS-194_G16
0.15966386554621848	AS-194	RN_SRSF2	nBCs	G16	AS-194_G16
0.0005966587112171838	AS-194	RN_TET2a	nBCs	G16	AS-194_G16
0.006696428571428571	AS-194	RN_RUNX1_c	nBCs	G17	AS-194_G17
0.00975609756097561	AS-194	RN_RUNX1_g	nBCs	G17	AS-194_G17
0.009009009009009009	AS-194	RN_SRSF2	nBCs	G17	AS-194_G17
0.12264150943396226	AS-194	RN_TET2a	nBCs	G17	AS-194_G17
0.010101010101010102	AS-194	RN_RUNX1_c	nBCs	G18	AS-194_G18
0.009174311926605505	AS-194	RN_RUNX1_g	nBCs	G18	AS-194_G18
0.015730337078651686	AS-194	RN_SRSF2	nBCs	G18	AS-194_G18
0.008264462809917356	AS-194	RN_TET2a	nBCs	G18	AS-194_G18
0.02706359945872801	AS-194	RN_RUNX1_c	nBCs	H6	AS-194_H6
0.0	AS-194	RN_RUNX1_g	nBCs	H6	AS-194_H6
0.05128205128205128	AS-194	RN_SRSF2	nBCs	H6	AS-194_H6
0.06403940886699508	AS-194	RN_TET2a	nBCs	H6	AS-194_H6
0.016100178890876567	AS-194	RN_RUNX1_c	nBCs	H8	AS-194_H8
0.0	AS-194	RN_RUNX1_g	nBCs	H8	AS-194_H8
0.008547008547008548	AS-194	RN_SRSF2	nBCs	H8	AS-194_H8
0.00588031822898651	AS-194	RN_TET2a	nBCs	H8	AS-194_H8
0.0290736984448952	AS-194	RN_RUNX1_c	nBCs	H12	AS-194_H12
0.0014803849000740192	AS-194	RN_RUNX1_g	nBCs	H12	AS-194_H12
0.004761904761904762	AS-194	RN_SRSF2	nBCs	H12	AS-194_H12
0.00980392156862745	AS-194	RN_TET2a	nBCs	H12	AS-194_H12
0.024193548387096774	AS-194	RN_RUNX1_c	nBCs	H13	AS-194_H13
0.0	AS-194	RN_RUNX1_g	nBCs	H13	AS-194_H13
0.009433962264150943	AS-194	RN_SRSF2	nBCs	H13	AS-194_H13
0.017064846416382253	AS-194	RN_TET2a	nBCs	H13	AS-194_H13
0.09359605911330049	AS-194	RN_RUNX1_c	nBCs	H17	AS-194_H17
0.0016666666666666668	AS-194	RN_RUNX1_g	nBCs	H17	AS-194_H17
0.007246376811594203	AS-194	RN_SRSF2	nBCs	H17	AS-194_H17
0.0019672131147540984	AS-194	RN_TET2a	nBCs	H17	AS-194_H17
0.003749914774664212	AS-194	RN_RUNX1_c	nBCs	H18	AS-194_H18
0.0012141447867658219	AS-194	RN_RUNX1_g	nBCs	H18	AS-194_H18
0.007920792079207921	AS-194	RN_SRSF2	nBCs	H18	AS-194_H18
0.008849557522123894	AS-194	RN_TET2a	nBCs	H18	AS-194_H18
0.0037211124167645907	AS-194	RN_RUNX1_c	nBCs	H19	AS-194_H19
0.0012496875781054736	AS-194	RN_RUNX1_g	nBCs	H19	AS-194_H19
0.003986332574031891	AS-194	RN_SRSF2	nBCs	H19	AS-194_H19
0.014598540145985401	AS-194	RN_TET2a	nBCs	H19	AS-194_H19
0.07356948228882834	AS-194	RN_RUNX1_c	nBCs	H20	AS-194_H20
0.0	AS-194	RN_RUNX1_g	nBCs	H20	AS-194_H20
0.02027027027027027	AS-194	RN_SRSF2	nBCs	H20	AS-194_H20
0.005681818181818182	AS-194	RN_TET2a	nBCs	H20	AS-194_H20
0.09563409563409564	AS-194	RN_RUNX1_c	nBCs	H22	AS-194_H22
0.0001889287738522577	AS-194	RN_RUNX1_g	nBCs	H22	AS-194_H22
0.007518796992481203	AS-194	RN_SRSF2	nBCs	H22	AS-194_H22
0.18974358974358974	AS-194	RN_TET2a	nBCs	H22	AS-194_H22
0.008097165991902834	AS-194	RN_RUNX1_c	nBCs	I2	AS-194_I2
0.0002875629043853343	AS-194	RN_RUNX1_g	nBCs	I2	AS-194_I2
0.019801980198019802	AS-194	RN_SRSF2	nBCs	I2	AS-194_I2
0.012145748987854251	AS-194	RN_TET2a	nBCs	I2	AS-194_I2
0.0043541364296081275	AS-194	RN_RUNX1_c	nBCs	I4	AS-194_I4
0.0035842293906810036	AS-194	RN_RUNX1_g	nBCs	I4	AS-194_I4
0.0970873786407767	AS-194	RN_SRSF2	nBCs	I4	AS-194_I4
0.007407407407407408	AS-194	RN_TET2a	nBCs	I4	AS-194_I4
0.0040650406504065045	AS-194	RN_RUNX1_c	nBCs	I6	AS-194_I6
0.001355421686746988	AS-194	RN_RUNX1_g	nBCs	I6	AS-194_I6
0.06172839506172839	AS-194	RN_SRSF2	nBCs	I6	AS-194_I6
0.002390057361376673	AS-194	RN_TET2a	nBCs	I6	AS-194_I6
0.0	AS-194	RN_RUNX1_c	nBCs	I7	AS-194_I7
0.0009132420091324201	AS-194	RN_RUNX1_g	nBCs	I7	AS-194_I7
0.014925373134328358	AS-194	RN_SRSF2	nBCs	I7	AS-194_I7
0.0	AS-194	RN_TET2a	nBCs	I7	AS-194_I7
0.001402524544179523	AS-194	RN_RUNX1_c	nBCs	I8	AS-194_I8
0.0	AS-194	RN_RUNX1_g	nBCs	I8	AS-194_I8
0.05434782608695652	AS-194	RN_SRSF2	nBCs	I8	AS-194_I8
0.0	AS-194	RN_TET2a	nBCs	I8	AS-194_I8
0.0024187975120939877	AS-194	RN_RUNX1_c	nBCs	I9	AS-194_I9
0.00028661507595299513	AS-194	RN_RUNX1_g	nBCs	I9	AS-194_I9
0.017699115044247787	AS-194	RN_SRSF2	nBCs	I9	AS-194_I9
0.0	AS-194	RN_TET2a	nBCs	I9	AS-194_I9
0.0005324003650745361	AS-194	RN_RUNX1_c	nBCs	I12	AS-194_I12
0.0002760143527463428	AS-194	RN_RUNX1_g	nBCs	I12	AS-194_I12
0.004870920603994155	AS-194	RN_SRSF2	nBCs	I12	AS-194_I12
0.03867403314917127	AS-194	RN_TET2a	nBCs	I12	AS-194_I12
0.0016198079370588917	AS-194	RN_RUNX1_c	nBCs	I13	AS-194_I13
0.0008410428931875525	AS-194	RN_RUNX1_g	nBCs	I13	AS-194_I13
0.013215859030837005	AS-194	RN_SRSF2	nBCs	I13	AS-194_I13
0.01179245283018868	AS-194	RN_TET2a	nBCs	I13	AS-194_I13
0.001869158878504673	AS-194	RN_RUNX1_c	nBCs	I16	AS-194_I16
0.0	AS-194	RN_RUNX1_g	nBCs	I16	AS-194_I16
0.022931206380857428	AS-194	RN_SRSF2	nBCs	I16	AS-194_I16
0.0009196811771919068	AS-194	RN_TET2a	nBCs	I16	AS-194_I16
0.0025906735751295338	AS-194	RN_RUNX1_c	nBCs	I17	AS-194_I17
0.0	AS-194	RN_RUNX1_g	nBCs	I17	AS-194_I17
0.2275132275132275	AS-194	RN_SRSF2	nBCs	I17	AS-194_I17
0.003198976327575176	AS-194	RN_TET2a	nBCs	I17	AS-194_I17
0.0031645569620253164	AS-194	RN_RUNX1_c	nBCs	I18	AS-194_I18
0.0018115942028985507	AS-194	RN_RUNX1_g	nBCs	I18	AS-194_I18
0.03225806451612903	AS-194	RN_SRSF2	nBCs	I18	AS-194_I18
0.0069767441860465115	AS-194	RN_TET2a	nBCs	I18	AS-194_I18
0.0	AS-194	RN_RUNX1_c	nBCs	I19	AS-194_I19
0.0005310674455655868	AS-194	RN_RUNX1_g	nBCs	I19	AS-194_I19
0.025252525252525252	AS-194	RN_SRSF2	nBCs	I19	AS-194_I19
0.002330226364846871	AS-194	RN_TET2a	nBCs	I19	AS-194_I19
0.05343511450381679	AS-194	RN_RUNX1_c	nBCs	I20	AS-194_I20
0.004819277108433735	AS-194	RN_RUNX1_g	nBCs	I20	AS-194_I20
0.024875621890547265	AS-194	RN_SRSF2	nBCs	I20	AS-194_I20
0.0231023102310231	AS-194	RN_TET2a	nBCs	I20	AS-194_I20
0.0	AS-194	RN_RUNX1_c	nBCs	I22	AS-194_I22
0.0	AS-194	RN_RUNX1_g	nBCs	I22	AS-194_I22
0.023622047244094488	AS-194	RN_SRSF2	nBCs	I22	AS-194_I22
0.1423487544483986	AS-194	RN_TET2a	nBCs	I22	AS-194_I22
0.0003933910306845004	AS-194	RN_RUNX1_c	nBCs	J4	AS-194_J4
0.002570694087403599	AS-194	RN_RUNX1_g	nBCs	J4	AS-194_J4
0.051470588235294115	AS-194	RN_SRSF2	nBCs	J4	AS-194_J4
0.008849557522123894	AS-194	RN_TET2a	nBCs	J4	AS-194_J4
0.0002722940776038121	AS-194	RN_RUNX1_c	nBCs	J6	AS-194_J6
0.0	AS-194	RN_RUNX1_g	nBCs	J6	AS-194_J6
0.1015625	AS-194	RN_SRSF2	nBCs	J6	AS-194_J6
0.0007654037504783774	AS-194	RN_TET2a	nBCs	J6	AS-194_J6
0.013245033112582781	AS-194	RN_RUNX1_c	nBCs	J7	AS-194_J7
0.021897810218978103	AS-194	RN_RUNX1_g	nBCs	J7	AS-194_J7
0.002898550724637681	AS-194	RN_SRSF2	nBCs	J7	AS-194_J7
0.000856898029134533	AS-194	RN_TET2a	nBCs	J7	AS-194_J7
0.0021645021645021645	AS-194	RN_RUNX1_c	nBCs	J8	AS-194_J8
0.0019312475859405175	AS-194	RN_RUNX1_g	nBCs	J8	AS-194_J8
0.024793388429752067	AS-194	RN_SRSF2	nBCs	J8	AS-194_J8
0.001148105625717566	AS-194	RN_TET2a	nBCs	J8	AS-194_J8
0.005291005291005291	AS-194	RN_RUNX1_c	nBCs	J9	AS-194_J9
0.00018621973929236498	AS-194	RN_RUNX1_g	nBCs	J9	AS-194_J9
0.005605381165919282	AS-194	RN_SRSF2	nBCs	J9	AS-194_J9
0.001986754966887417	AS-194	RN_TET2a	nBCs	J9	AS-194_J9
0.008103727714748784	AS-194	RN_RUNX1_c	nBCs	J12	AS-194_J12
0.00267379679144385	AS-194	RN_RUNX1_g	nBCs	J12	AS-194_J12
0.01092896174863388	AS-194	RN_SRSF2	nBCs	J12	AS-194_J12
0.027972027972027972	AS-194	RN_TET2a	nBCs	J12	AS-194_J12
0.0019540791402051783	AS-194	RN_RUNX1_c	nBCs	J13	AS-194_J13
0.0007348618459729571	AS-194	RN_RUNX1_g	nBCs	J13	AS-194_J13
0.015228426395939087	AS-194	RN_SRSF2	nBCs	J13	AS-194_J13
0.04416403785488959	AS-194	RN_TET2a	nBCs	J13	AS-194_J13
0.0	AS-194	RN_RUNX1_c	nBCs	J16	AS-194_J16
0.0012860554841080288	AS-194	RN_RUNX1_g	nBCs	J16	AS-194_J16
0.1	AS-194	RN_SRSF2	nBCs	J16	AS-194_J16
0.013679890560875513	AS-194	RN_TET2a	nBCs	J16	AS-194_J16
0.07420494699646643	AS-194	RN_RUNX1_c	nBCs	J17	AS-194_J17
0.0012106537530266344	AS-194	RN_RUNX1_g	nBCs	J17	AS-194_J17
0.028169014084507043	AS-194	RN_SRSF2	nBCs	J17	AS-194_J17
0.04184100418410042	AS-194	RN_TET2a	nBCs	J17	AS-194_J17
0.0	AS-194	RN_RUNX1_c	nBCs	J18	AS-194_J18
0.00267379679144385	AS-194	RN_RUNX1_g	nBCs	J18	AS-194_J18
0.024539877300613498	AS-194	RN_SRSF2	nBCs	J18	AS-194_J18
0.0017050298380221654	AS-194	RN_TET2a	nBCs	J18	AS-194_J18
0.005825242718446602	AS-194	RN_RUNX1_c	nBCs	J19	AS-194_J19
0.0	AS-194	RN_RUNX1_g	nBCs	J19	AS-194_J19
0.0036112934996717005	AS-194	RN_SRSF2	nBCs	J19	AS-194_J19
0.026737967914438502	AS-194	RN_TET2a	nBCs	J19	AS-194_J19
0.011976047904191617	AS-194	RN_RUNX1_c	nBCs	J20	AS-194_J20
0.0	AS-194	RN_RUNX1_g	nBCs	J20	AS-194_J20
0.0034602076124567475	AS-194	RN_SRSF2	nBCs	J20	AS-194_J20
0.014018691588785047	AS-194	RN_TET2a	nBCs	J20	AS-194_J20
0.0	AS-194	RN_RUNX1_c	nBCs	K2	AS-194_K2
0.0005022601707684581	AS-194	RN_RUNX1_g	nBCs	K2	AS-194_K2
0.03007518796992481	AS-194	RN_SRSF2	nBCs	K2	AS-194_K2
0.08856088560885608	AS-194	RN_TET2a	nBCs	K2	AS-194_K2
0.0010570824524312897	AS-194	RN_RUNX1_c	nBCs	K4	AS-194_K4
0.0	AS-194	RN_RUNX1_g	nBCs	K4	AS-194_K4
0.5803108808290155	AS-194	RN_SRSF2	nBCs	K4	AS-194_K4
0.13636363636363635	AS-194	RN_TET2a	nBCs	K4	AS-194_K4
0.0	AS-194	RN_RUNX1_c	nBCs	K6	AS-194_K6
0.00423728813559322	AS-194	RN_RUNX1_g	nBCs	K6	AS-194_K6
0.004430544696377378	AS-194	RN_SRSF2	nBCs	K6	AS-194_K6
0.10047846889952153	AS-194	RN_TET2a	nBCs	K6	AS-194_K6
0.0006971070059254096	AS-194	RN_RUNX1_c	nBCs	K7	AS-194_K7
0.04132231404958678	AS-194	RN_RUNX1_g	nBCs	K7	AS-194_K7
0.015065913370998116	AS-194	RN_SRSF2	nBCs	K7	AS-194_K7
0.007818930041152264	AS-194	RN_TET2a	nBCs	K7	AS-194_K7
0.005802707930367505	AS-194	RN_RUNX1_c	nBCs	K8	AS-194_K8
0.0004970178926441351	AS-194	RN_RUNX1_g	nBCs	K8	AS-194_K8
0.0053475935828877	AS-194	RN_SRSF2	nBCs	K8	AS-194_K8
0.07008086253369272	AS-194	RN_TET2a	nBCs	K8	AS-194_K8
0.0	AS-194	RN_RUNX1_c	nBCs	K9	AS-194_K9
0.0027100271002710027	AS-194	RN_RUNX1_g	nBCs	K9	AS-194_K9
0.02786377708978328	AS-194	RN_SRSF2	nBCs	K9	AS-194_K9
0.10897435897435898	AS-194	RN_TET2a	nBCs	K9	AS-194_K9
0.043478260869565216	AS-194	RN_RUNX1_c	nBCs	K12	AS-194_K12
0.001087547580206634	AS-194	RN_RUNX1_g	nBCs	K12	AS-194_K12
0.006930693069306931	AS-194	RN_SRSF2	nBCs	K12	AS-194_K12
0.08	AS-194	RN_TET2a	nBCs	K12	AS-194_K12
0.005612722170252572	AS-194	RN_RUNX1_c	nBCs	K13	AS-194_K13
0.005660377358490566	AS-194	RN_RUNX1_g	nBCs	K13	AS-194_K13
0.007100149476831091	AS-194	RN_SRSF2	nBCs	K13	AS-194_K13
0.0047900189372841705	AS-194	RN_TET2a	nBCs	K13	AS-194_K13
0.002352941176470588	AS-194	RN_RUNX1_c	nBCs	K16	AS-194_K16
0.003676470588235294	AS-194	RN_RUNX1_g	nBCs	K16	AS-194_K16
0.08178438661710037	AS-194	RN_SRSF2	nBCs	K16	AS-194_K16
0.08108108108108109	AS-194	RN_TET2a	nBCs	K16	AS-194_K16
0.0022026431718061676	AS-194	RN_RUNX1_c	nBCs	K17	AS-194_K17
0.0044444444444444444	AS-194	RN_RUNX1_g	nBCs	K17	AS-194_K17
0.007067137809187279	AS-194	RN_SRSF2	nBCs	K17	AS-194_K17
0.07803468208092486	AS-194	RN_TET2a	nBCs	K17	AS-194_K17
0.002004008016032064	AS-194	RN_RUNX1_c	nBCs	K18	AS-194_K18
0.006993006993006993	AS-194	RN_RUNX1_g	nBCs	K18	AS-194_K18
0.017632241813602016	AS-194	RN_SRSF2	nBCs	K18	AS-194_K18
0.0779510022271715	AS-194	RN_TET2a	nBCs	K18	AS-194_K18
0.0006257822277847309	AS-194	RN_RUNX1_c	nBCs	K19	AS-194_K19
0.000625	AS-194	RN_RUNX1_g	nBCs	K19	AS-194_K19
0.007050528789659225	AS-194	RN_SRSF2	nBCs	K19	AS-194_K19
0.09583333333333334	AS-194	RN_TET2a	nBCs	K19	AS-194_K19
0.005208333333333333	AS-194	RN_RUNX1_c	nBCs	K20	AS-194_K20
0.008888888888888889	AS-194	RN_RUNX1_g	nBCs	K20	AS-194_K20
0.0045632333767926985	AS-194	RN_SRSF2	nBCs	K20	AS-194_K20
0.008504606661941885	AS-194	RN_TET2a	nBCs	K20	AS-194_K20
0.0	AS-194	RN_RUNX1_c	nBCs	K21	AS-194_K21
0.008928571428571428	AS-194	RN_RUNX1_g	nBCs	K21	AS-194_K21
0.00505443234836703	AS-194	RN_SRSF2	nBCs	K21	AS-194_K21
0.009847806624888093	AS-194	RN_TET2a	nBCs	K21	AS-194_K21
0.0	AS-194	RN_RUNX1_c	nBCs	K22	AS-194_K22
0.0	AS-194	RN_RUNX1_g	nBCs	K22	AS-194_K22
0.02127659574468085	AS-194	RN_SRSF2	nBCs	K22	AS-194_K22
0.9513847379956166	AS-194	RN_TET2a	nBCs	K22	AS-194_K22
0.0	AS-194	RN_RUNX1_c	nBCs	K24	AS-194_K24
0.006060606060606061	AS-194	RN_RUNX1_g	nBCs	K24	AS-194_K24
0.039735099337748346	AS-194	RN_SRSF2	nBCs	K24	AS-194_K24
0.10909090909090909	AS-194	RN_TET2a	nBCs	K24	AS-194_K24
0.00641025641025641	AS-194	RN_RUNX1_c	nBCs	L2	AS-194_L2
0.0	AS-194	RN_RUNX1_g	nBCs	L2	AS-194_L2
0.009433962264150943	AS-194	RN_SRSF2	nBCs	L2	AS-194_L2
0.0007118451025056948	AS-194	RN_TET2a	nBCs	L2	AS-194_L2
0.0	AS-194	RN_RUNX1_c	nBCs	L6	AS-194_L6
0.0	AS-194	RN_RUNX1_g	nBCs	L6	AS-194_L6
0.010362694300518135	AS-194	RN_SRSF2	nBCs	L6	AS-194_L6
0.003134796238244514	AS-194	RN_TET2a	nBCs	L6	AS-194_L6
0.0009652509652509653	AS-194	RN_RUNX1_c	nBCs	L8	AS-194_L8
0.002	AS-194	RN_RUNX1_g	nBCs	L8	AS-194_L8
0.008760951188986232	AS-194	RN_SRSF2	nBCs	L8	AS-194_L8
0.0003945551390806865	AS-194	RN_TET2a	nBCs	L8	AS-194_L8
0.0006520726595249185	AS-194	RN_RUNX1_c	nBCs	L9	AS-194_L9
0.0	AS-194	RN_RUNX1_g	nBCs	L9	AS-194_L9
0.010309278350515464	AS-194	RN_SRSF2	nBCs	L9	AS-194_L9
0.046610169491525424	AS-194	RN_TET2a	nBCs	L9	AS-194_L9
0.004559270516717325	AS-194	RN_RUNX1_c	nBCs	L12	AS-194_L12
0.0012311480455524776	AS-194	RN_RUNX1_g	nBCs	L12	AS-194_L12
0.03436426116838488	AS-194	RN_SRSF2	nBCs	L12	AS-194_L12
0.035175879396984924	AS-194	RN_TET2a	nBCs	L12	AS-194_L12
0.0034965034965034965	AS-194	RN_RUNX1_c	nBCs	L13	AS-194_L13
0.0	AS-194	RN_RUNX1_g	nBCs	L13	AS-194_L13
0.0024881516587677726	AS-194	RN_SRSF2	nBCs	L13	AS-194_L13
0.004464285714285714	AS-194	RN_TET2a	nBCs	L13	AS-194_L13
0.0024096385542168677	AS-194	RN_RUNX1_c	nBCs	L16	AS-194_L16
0.00035919540229885057	AS-194	RN_RUNX1_g	nBCs	L16	AS-194_L16
0.05755395683453238	AS-194	RN_SRSF2	nBCs	L16	AS-194_L16
0.005813953488372093	AS-194	RN_TET2a	nBCs	L16	AS-194_L16
0.0009986684420772304	AS-194	RN_RUNX1_c	nBCs	L17	AS-194_L17
0.0	AS-194	RN_RUNX1_g	nBCs	L17	AS-194_L17
0.00847457627118644	AS-194	RN_SRSF2	nBCs	L17	AS-194_L17
0.0006906077348066298	AS-194	RN_TET2a	nBCs	L17	AS-194_L17
0.0022818026240730175	AS-194	RN_RUNX1_c	nBCs	L18	AS-194_L18
0.0016750418760469012	AS-194	RN_RUNX1_g	nBCs	L18	AS-194_L18
0.00303951367781155	AS-194	RN_SRSF2	nBCs	L18	AS-194_L18
0.00035797386790764276	AS-194	RN_TET2a	nBCs	L18	AS-194_L18
0.01303538175046555	AS-194	RN_RUNX1_c	nBCs	L19	AS-194_L19
0.0007482229704451926	AS-194	RN_RUNX1_g	nBCs	L19	AS-194_L19
0.017587939698492462	AS-194	RN_SRSF2	nBCs	L19	AS-194_L19
