Amplicon	Letter	Number	MT	WT	Ratio
RN_TET2a	A	5	0	0	0.0
RN_TET2b_c	A	5	0	0	0.0
RN_TET2b_g	A	5	0	0	0.0
RN_RUNX1_c	A	6	1	54	0.018178512997636793
RN_RUNX1_g	A	6	5	55	0.08331944675887352
RN_SRSF2	A	6	25	10	0.7140816909454442
RN_TET2a	A	6	0	26	0.0
RN_TET2b_c	A	6	0	0	0.0
RN_TET2b_g	A	6	0	0	0.0
RN_RUNX1_c	A	7	3	7	0.2997002997002997
RN_RUNX1_g	A	7	4	18	0.1817355747387551
RN_SRSF2	A	7	4	2	0.6655574043261232
RN_TET2a	A	7	6	13	0.31562335612835346
RN_TET2b_c	A	7	0	0	0.0
RN_TET2b_g	A	7	0	0	0.0
RN_RUNX1_c	A	8	6	42	0.12497396375755052
RN_RUNX1_g	A	8	12	43	0.21814215597164152
RN_SRSF2	A	8	6	10	0.3747657713928794
RN_TET2a	A	8	5	17	0.22716946842344388
RN_TET2b_c	A	8	0	0	0.0
RN_TET2b_g	A	8	0	0	0.0
RN_RUNX1_c	A	9	1	42	0.023250406882120437
RN_RUNX1_g	A	9	4	32	0.11108025548458762
RN_SRSF2	A	9	9	16	0.3598560575769692
RN_TET2a	A	9	5	16	0.23798191337458352
RN_TET2b_c	A	9	0	0	0.0
RN_TET2b_g	A	9	0	4	0.0
RN_RUNX1_c	B	1	0	8	0.0
RN_RUNX1_g	B	1	0	16	0.0
RN_SRSF2	B	1	3	1	0.7481296758104738
RN_TET2a	B	1	4	11	0.2664890073284477
RN_TET2b_c	B	1	0	0	0.0
RN_TET2b_g	B	1	0	3	0.0
RN_RUNX1_c	B	10	1	9	0.0999000999000999
RN_RUNX1_g	B	10	0	7	0.0
RN_SRSF2	B	10	5	4	0.5549389567147613
RN_TET2a	B	10	0	1	0.0
RN_TET2b_c	B	10	0	0	0.0
RN_TET2b_g	B	10	0	0	0.0
RN_RUNX1_c	B	11	0	1	0.0
RN_RUNX1_g	B	11	0	22	0.0
RN_SRSF2	B	11	216	3	0.9862563353271541
RN_TET2a	B	11	0	3	0.0
RN_TET2b_c	B	11	0	0	0.0
RN_TET2b_g	B	11	0	0	0.0
RN_RUNX1_c	B	12	50	4867	0.010168781434245608
RN_RUNX1_g	B	12	13	2960	0.004372672813074964
RN_SRSF2	B	12	13	102	0.11303364924789149
RN_TET2a	B	12	17	823	0.0202378543112582
RN_TET2b_c	B	12	0	0	0.0
RN_TET2b_g	B	12	0	2	0.0
RN_RUNX1_c	B	13	1	117	0.008473858147614609
RN_RUNX1_g	B	13	2	166	0.01190405333015892
RN_SRSF2	B	13	1024	60	0.9446407320965674
RN_TET2a	B	13	596	125	0.8266182161135075
RN_TET2b_c	B	13	0	0	0.0
RN_TET2b_g	B	13	33	2389	0.013625046965124007
RN_RUNX1_c	B	14	0	8	0.0
RN_RUNX1_g	B	14	0	4	0.0
RN_SRSF2	B	14	2	5	0.28530670470756064
RN_TET2a	B	14	0	2	0.0
RN_TET2b_c	B	14	0	0	0.0
RN_TET2b_g	B	14	0	0	0.0
RN_RUNX1_c	B	15	0	2	0.0
RN_RUNX1_g	B	15	0	46	0.0
RN_SRSF2	B	15	6	1	0.8559201141226819
RN_TET2a	B	15	0	18	0.0
RN_TET2b_c	B	15	0	0	0.0
RN_TET2b_g	B	15	0	0	0.0
RN_RUNX1_c	B	16	1	113	0.008771160424524164
RN_RUNX1_g	B	16	3	159	0.018517375470649963
RN_SRSF2	B	16	25	13	0.6577216521967904
RN_TET2a	B	16	6	60	0.0908953188910771
RN_TET2b_c	B	16	0	0	0.0
RN_TET2b_g	B	16	0	5	0.0
RN_RUNX1_c	B	17	72	79	0.47678961658168334
RN_RUNX1_g	B	17	25	111	0.18381001396956106
RN_SRSF2	B	17	33	5	0.8681925808997633
RN_TET2a	B	17	12	43	0.21814215597164152
RN_TET2b_c	B	17	0	0	0.0
RN_TET2b_g	B	17	0	8	0.0
RN_RUNX1_c	B	18	0	76	0.0
RN_RUNX1_g	B	18	0	102	0.0
RN_SRSF2	B	18	22	8	0.7330889703432188
RN_TET2a	B	18	20	141	0.12421588721197442
RN_TET2b_c	B	18	0	0	0.0
RN_TET2b_g	B	18	1	13	0.07137758743754462
RN_RUNX1_c	B	19	14	101	0.12172854534388314
RN_RUNX1_g	B	19	27	115	0.19012745581297094
RN_SRSF2	B	19	121	16	0.883147215531713
RN_TET2a	B	19	25	70	0.2631301968213872
RN_TET2b_c	B	19	0	0	0.0
RN_TET2b_g	B	19	1	24	0.03998400639744102
RN_RUNX1_c	B	2	7	79	0.08138588536216719
RN_RUNX1_g	B	2	10	130	0.07142346975216056
RN_SRSF2	B	2	27	23	0.5398920215956808
RN_TET2a	B	2	11	35	0.23907846120408607
RN_TET2b_c	B	2	0	0	0.0
RN_TET2b_g	B	2	0	9	0.0
RN_RUNX1_c	B	20	2	497	0.0040079357127111685
RN_RUNX1_g	B	20	5	3018	0.001653980635194723
RN_SRSF2	B	20	64	34	0.6529945923885317
RN_TET2a	B	20	34	1602	0.020782269057035105
RN_TET2b_c	B	20	0	0	0.0
RN_TET2b_g	B	20	2	8	0.1998001998001998
RN_RUNX1_c	B	21	0	46	0.0
RN_RUNX1_g	B	21	1	57	0.017238407171177385
RN_SRSF2	B	21	10	4	0.7137758743754461
RN_TET2a	B	21	26	40	0.39387971519466747
RN_TET2b_c	B	21	0	0	0.0
RN_TET2b_g	B	21	0	3	0.0
RN_RUNX1_c	B	22	1	90	0.010987803538072738
RN_RUNX1_g	B	22	0	84	0.0
RN_SRSF2	B	22	15	94	0.13760205485735252
RN_TET2a	B	22	18	44	0.29027576197387517
RN_TET2b_c	B	22	0	0	0.0
RN_TET2b_g	B	22	1	4	0.1996007984031936
RN_RUNX1_c	B	23	0	20	0.0
RN_RUNX1_g	B	23	3	46	0.0612119975515201
RN_SRSF2	B	23	25	2	0.9255831173639393
RN_TET2a	B	23	10	297	0.03257222891762483
RN_TET2b_c	B	23	0	0	0.0
RN_TET2b_g	B	23	0	2	0.0
RN_RUNX1_c	B	24	0	34	0.0
RN_RUNX1_g	B	24	6	38	0.136332651670075
RN_SRSF2	B	24	3	6	0.33296337402885684
RN_TET2a	B	24	16	51	0.2387703327861513
RN_TET2b_c	B	24	0	0	0.0
RN_TET2b_g	B	24	0	0	0.0
RN_RUNX1_c	B	3	7	55	0.11288501854539591
RN_RUNX1_g	B	3	8	327	0.023879884182561716
RN_SRSF2	B	3	14	15	0.48259220958290244
RN_TET2a	B	3	7	15	0.31803725579282144
RN_TET2b_c	B	3	0	0	0.0
RN_TET2b_g	B	3	0	2	0.0
RN_RUNX1_c	B	4	7	98	0.0666603180649462
RN_RUNX1_g	B	4	3	112	0.026084688287974958
RN_SRSF2	B	4	18	20	0.47355958958168903
RN_TET2a	B	4	14	56	0.19997143265247821
RN_TET2b_c	B	4	0	0	0.0
RN_TET2b_g	B	4	1	8	0.11098779134295228
RN_RUNX1_c	B	5	4	2	0.6655574043261232
RN_RUNX1_g	B	5	0	1	0.0
RN_SRSF2	B	5	16	6	0.7269422989550204
RN_TET2a	B	5	0	12	0.0
RN_TET2b_c	B	5	0	0	0.0
RN_TET2b_g	B	5	0	0	0.0
RN_RUNX1_c	B	6	6	328	0.017963534025927368
RN_RUNX1_g	B	6	5	205	0.02380839007666302
RN_SRSF2	B	6	56	17	0.7670182166826461
RN_TET2a	B	6	4	56	0.06665555740709882
RN_TET2b_c	B	6	0	0	0.0
RN_TET2b_g	B	6	1	7	0.12484394506866417
RN_RUNX1_c	B	7	9	20	0.3102378490175801
RN_RUNX1_g	B	7	3	40	0.06975122064636131
RN_SRSF2	B	7	4	7	0.36330608537693004
RN_TET2a	B	7	11	24	0.31419594401599543
RN_TET2b_c	B	7	0	0	0.0
RN_TET2b_g	B	7	0	1	0.0
RN_RUNX1_c	B	8	27	160	0.1443773060264157
RN_RUNX1_g	B	8	32	978	0.031682854625201734
RN_SRSF2	B	8	26	22	0.5415538429493856
RN_TET2a	B	8	13	67	0.16247969003874516
RN_TET2b_c	B	8	0	0	0.0
RN_TET2b_g	B	8	1	7	0.12484394506866417
RN_RUNX1_c	B	9	0	660	0.0
RN_RUNX1_g	B	9	4	155	0.025155650588013334
RN_SRSF2	B	9	32	42	0.43237400351303873
RN_TET2a	B	9	11	61	0.15275656158866824
RN_TET2b_c	B	9	0	0	0.0
RN_TET2b_g	B	9	2	86	0.022724690376093624
RN_RUNX1_c	C	1	1	23	0.04164931278633902
RN_RUNX1_g	C	1	0	22	0.0
RN_SRSF2	C	1	6	5	0.5449591280653951
RN_TET2a	C	1	5	18	0.21729682746631898
RN_TET2b_c	C	1	0	0	0.0
RN_TET2b_g	C	1	0	0	0.0
RN_RUNX1_c	C	10	2	45	0.04254413954477771
RN_RUNX1_g	C	10	0	14	0.0
RN_SRSF2	C	10	6	12	0.3331482509716824
RN_TET2a	C	10	0	5	0.0
RN_TET2b_c	C	10	0	0	0.0
RN_TET2b_g	C	10	0	0	0.0
RN_RUNX1_c	C	11	0	0	0.0
RN_RUNX1_g	C	11	2	70	0.02777392028884877
RN_SRSF2	C	11	305	170	0.6420917454369381
RN_TET2a	C	11	0	2	0.0
RN_TET2b_c	C	11	0	0	0.0
RN_TET2b_g	C	11	0	0	0.0
RN_RUNX1_c	C	12	106	308	0.2560324629839859
RN_RUNX1_g	C	12	9	208	0.04147274319155799
RN_SRSF2	C	12	20	58	0.2563773875144212
RN_TET2a	C	12	18	99	0.1538330057260063
RN_TET2b_c	C	12	0	0	0.0
RN_TET2b_g	C	12	0	0	0.0
RN_RUNX1_c	C	13	7	302	0.022652988576421475
RN_RUNX1_g	C	13	61	191	0.24205388675052578
RN_SRSF2	C	13	38	58	0.39579210498906364
RN_TET2a	C	13	38	1293	0.028549747935778094
RN_TET2b_c	C	13	0	0	0.0
RN_TET2b_g	C	13	0	4	0.0
RN_RUNX1_c	C	14	1	4	0.1996007984031936
RN_RUNX1_g	C	14	0	1	0.0
RN_SRSF2	C	14	8	46	0.14812071838548418
RN_TET2a	C	14	0	7	0.0
RN_TET2b_c	C	14	0	0	0.0
RN_TET2b_g	C	14	0	0	0.0
RN_RUNX1_c	C	15	1	10	0.09082652134423251
RN_RUNX1_g	C	15	0	6	0.0
RN_SRSF2	C	15	7	8	0.46635576282478347
RN_TET2a	C	15	1	5	0.1663893510815308
RN_TET2b_c	C	15	0	0	0.0
RN_TET2b_g	C	15	0	0	0.0
RN_RUNX1_c	C	16	6	1033	0.005774727865949317
RN_RUNX1_g	C	16	7	1489	0.004679113107532704
RN_SRSF2	C	16	38	563	0.0632269013826725
RN_TET2a	C	16	10	552	0.01779327769968506
RN_TET2b_c	C	16	0	0	0.0
RN_TET2b_g	C	16	0	0	0.0
RN_RUNX1_c	C	17	159	227	0.4119064272946297
RN_RUNX1_g	C	17	31	127	0.19619011454971205
RN_SRSF2	C	17	50	31	0.6172077521293667
RN_TET2a	C	17	28	621	0.04314263262507512
RN_TET2b_c	C	17	0	0	0.0
RN_TET2b_g	C	17	1	0	0.9900990099009901
RN_RUNX1_c	C	18	2	621	0.0032102213447617214
RN_RUNX1_g	C	18	2	1760	0.0011350673378698192
RN_SRSF2	C	18	22	14	0.6109414051652319
RN_TET2a	C	18	78	2328	0.03241881787689993
RN_TET2b_c	C	18	0	0	0.0
RN_TET2b_g	C	18	0	0	0.0
RN_RUNX1_c	C	19	34	1420	0.0233836080907284
RN_RUNX1_g	C	19	23	99	0.1885091385951971
RN_SRSF2	C	19	46	29	0.6132515664578055
RN_TET2a	C	19	34	110	0.2360947156447469
RN_TET2b_c	C	19	0	0	0.0
RN_TET2b_g	C	19	0	6	0.0
RN_RUNX1_c	C	2	27	6465	0.004158958473569819
RN_RUNX1_g	C	2	29	271	0.09666344455184828
RN_SRSF2	C	2	74	279	0.20962578963768733
RN_TET2a	C	2	21	54	0.2799626716437808
RN_TET2b_c	C	2	0	0	0.0
RN_TET2b_g	C	2	1	0	0.9900990099009901
RN_RUNX1_c	C	20	2	324	0.00613478114168277
RN_RUNX1_g	C	20	2	240	0.008264121317300938
RN_SRSF2	C	20	56	52	0.5184705119896306
RN_TET2a	C	20	56	205	0.21455116662196852
RN_TET2b_c	C	20	0	0	0.0
RN_TET2b_g	C	20	2	0	0.9950248756218907
RN_RUNX1_c	C	21	0	2031	0.0
RN_RUNX1_g	C	21	0	414	0.0
RN_SRSF2	C	21	12	11	0.5215123859191656
RN_TET2a	C	21	13	45	0.224099293225306
RN_TET2b_c	C	21	0	0	0.0
RN_TET2b_g	C	21	0	0	0.0
RN_RUNX1_c	C	22	0	201	0.0
RN_RUNX1_g	C	22	2	146	0.013512600499966219
RN_SRSF2	C	22	6	20	0.23068050749711647
RN_TET2a	C	22	22	59	0.27157141093692133
RN_TET2b_c	C	22	0	0	0.0
RN_TET2b_g	C	22	0	0	0.0
RN_RUNX1_c	C	23	1	75	0.013156163662675963
RN_RUNX1_g	C	23	6	55	0.09834453368300279
RN_SRSF2	C	23	16	14	0.5331556147950682
RN_TET2a	C	23	11	30	0.2682272616435016
RN_TET2b_c	C	23	0	0	0.0
RN_TET2b_g	C	23	0	0	0.0
RN_RUNX1_c	C	24	3	45	0.06248698187877526
RN_RUNX1_g	C	24	9	41	0.1799640071985603
RN_SRSF2	C	24	2	9	0.18165304268846502
RN_TET2a	C	24	1529	51	0.9677153942063658
RN_TET2b_c	C	24	0	0	0.0
RN_TET2b_g	C	24	0	0	0.0
RN_RUNX1_c	C	3	24	148	0.13952677169931982
RN_RUNX1_g	C	3	7	74	0.08640908529811134
RN_SRSF2	C	3	33	22	0.5998909289220142
RN_TET2a	C	3	12	42	0.22218107757822625
RN_TET2b_c	C	3	0	0	0.0
RN_TET2b_g	C	3	0	0	0.0
RN_RUNX1_c	C	4	26	343	0.07045879515460286
RN_RUNX1_g	C	4	1	105	0.009433072351664937
RN_SRSF2	C	4	12	32	0.27266530334015
RN_TET2a	C	4	12	92	0.11537352177675222
RN_TET2b_c	C	4	0	0	0.0
RN_TET2b_g	C	4	0	0	0.0
RN_RUNX1_c	C	5	0	5	0.0
RN_RUNX1_g	C	5	0	3	0.0
RN_SRSF2	C	5	109	145	0.4291169638990591
RN_TET2a	C	5	0	30	0.0
RN_TET2b_c	C	5	0	0	0.0
RN_TET2b_g	C	5	0	0	0.0
RN_RUNX1_c	C	6	6	770	0.007731859125526733
RN_RUNX1_g	C	6	6	343	0.017191484484685254
RN_SRSF2	C	6	61	52	0.5397752411291036
RN_TET2a	C	6	12	149	0.07452953232718465
RN_TET2b_c	C	6	0	0	0.0
RN_TET2b_g	C	6	0	0	0.0
RN_RUNX1_c	C	7	12	74	0.13951866062085802
RN_RUNX1_g	C	7	5	69	0.0675584380489123
RN_SRSF2	C	7	4	5	0.4439511653718091
RN_TET2a	C	7	8	25	0.24235080278703425
RN_TET2b_c	C	7	0	0	0.0
RN_TET2b_g	C	7	0	0	0.0
RN_RUNX1_c	C	8	38	471	0.07465472191116088
RN_RUNX1_g	C	8	30	3127	0.009502662329229238
RN_SRSF2	C	8	26	60	0.3022904313451924
RN_TET2a	C	8	26	92	0.22032031183797982
RN_TET2b_c	C	8	0	0	0.0
RN_TET2b_g	C	8	0	0	0.0
RN_RUNX1_c	C	9	5	2411	0.0020695278579144953
RN_RUNX1_g	C	9	9	257	0.03383331453704748
RN_SRSF2	C	9	22	64	0.25578421113823974
RN_TET2a	C	9	30	88	0.25421574442843825
RN_TET2b_c	C	9	0	0	0.0
RN_TET2b_g	C	9	0	3	0.0
RN_RUNX1_c	D	1	5	20	0.1999200319872051
RN_RUNX1_g	D	1	2	29	0.06449532408900355
RN_SRSF2	D	1	4	5	0.4439511653718091
RN_TET2a	D	1	6	9	0.39973351099267157
RN_TET2b_c	D	1	0	0	0.0
RN_TET2b_g	D	1	0	2	0.0
RN_RUNX1_c	D	10	1	179	0.005555246930726071
RN_RUNX1_g	D	10	1	11	0.08326394671107411
RN_SRSF2	D	10	8	61	0.11592522822779307
RN_TET2a	D	10	1	54	0.018178512997636793
RN_TET2b_c	D	10	0	0	0.0
RN_TET2b_g	D	10	0	0	0.0
RN_RUNX1_c	D	11	0	3	0.0
RN_RUNX1_g	D	11	0	5	0.0
RN_SRSF2	D	11	13	13	0.4998077662437524
RN_TET2a	D	11	0	23	0.0
RN_TET2b_c	D	11	0	0	0.0
RN_TET2b_g	D	11	0	0	0.0
RN_RUNX1_c	D	12	122	260	0.3193633674511139
RN_RUNX1_g	D	12	27	1612	0.016473358917883357
RN_SRSF2	D	12	33	46	0.4176686495380331
RN_TET2a	D	12	17	82	0.1716998283001717
RN_TET2b_c	D	12	0	0	0.0
RN_TET2b_g	D	12	1	3	0.24937655860349128
RN_RUNX1_c	D	13	37	314	0.10541010227628843
RN_RUNX1_g	D	13	22	1454	0.014905048068780022
RN_SRSF2	D	13	56	142	0.282813999292965
RN_TET2a	D	13	42	1236	0.03286359261664619
RN_TET2b_c	D	13	0	0	0.0
RN_TET2b_g	D	13	0	15	0.0
RN_RUNX1_c	D	14	0	11	0.0
RN_RUNX1_g	D	14	16	2	0.8883953359244863
RN_SRSF2	D	14	12	19	0.3869719445340213
RN_TET2a	D	14	1	8	0.11098779134295228
RN_TET2b_c	D	14	0	0	0.0
RN_TET2b_g	D	14	0	0	0.0
RN_RUNX1_c	D	15	1	5	0.1663893510815308
RN_RUNX1_g	D	15	0	11	0.0
RN_SRSF2	D	15	10	6	0.6246096189881324
RN_TET2a	D	15	0	4	0.0
RN_TET2b_c	D	15	0	0	0.0
RN_TET2b_g	D	15	0	0	0.0
RN_RUNX1_c	D	16	31	326	0.08683230161620123
RN_RUNX1_g	D	16	9	413	0.021326508850501174
RN_SRSF2	D	16	55	115	0.3235103817422505
RN_TET2a	D	16	18	77	0.18945374171139878
RN_TET2b_c	D	16	0	0	0.0
RN_TET2b_g	D	16	2	5	0.28530670470756064
RN_RUNX1_c	D	17	266	10361	0.025030558924852803
RN_RUNX1_g	D	17	55	148	0.27092261464952466
RN_SRSF2	D	17	706	23	0.9684366469595753
RN_TET2a	D	17	21	926	0.022175056229606867
RN_TET2b_c	D	17	0	0	0.0
RN_TET2b_g	D	17	0	7	0.0
RN_RUNX1_c	D	18	5	113	0.042369290738073044
RN_RUNX1_g	D	18	11	138	0.07382054895644588
RN_SRSF2	D	18	33	29	0.5321722302854378
RN_TET2a	D	18	35	100	0.25924005629212654
RN_TET2b_c	D	18	0	0	0.0
RN_TET2b_g	D	18	3	10	0.23059185242121447
RN_RUNX1_c	D	19	64	394	0.1397349402851466
RN_RUNX1_g	D	19	50	138	0.26594330088825063
RN_SRSF2	D	19	1971	57	0.9718886987736747
RN_TET2a	D	19	36	86	0.2950577821490042
RN_TET2b_c	D	19	0	0	0.0
RN_TET2b_g	D	19	46	3583	0.012675633299439791
RN_RUNX1_c	D	2	45	266	0.1446898813542973
RN_RUNX1_g	D	2	51	1445	0.034090681212023986
RN_SRSF2	D	2	33	649	0.048386387296373956
RN_TET2a	D	2	26	70	0.2708051244662014
RN_TET2b_c	D	2	0	0	0.0
RN_TET2b_g	D	2	1	9	0.0999000999000999
RN_RUNX1_c	D	20	37	1664	0.021751782764357647
RN_RUNX1_g	D	20	12	259	0.044278808900040593
RN_SRSF2	D	20	187	210	0.4710208810861187
RN_TET2a	D	20	1560	157	0.9085561528471005
RN_TET2b_c	D	20	0	0	0.0
RN_TET2b_g	D	20	4	17	0.19038553069966682
RN_RUNX1_c	D	21	13	166	0.07262164124909223
RN_RUNX1_g	D	21	7	847	0.008196625332256062
RN_SRSF2	D	21	16	21	0.4323155903809781
RN_TET2a	D	21	31	51	0.37800268259968295
RN_TET2b_c	D	21	0	0	0.0
RN_TET2b_g	D	21	0	4	0.0
RN_RUNX1_c	D	22	11	182	0.05699186570644008
RN_RUNX1_g	D	22	13	1318	0.009767019030660927
RN_SRSF2	D	22	17	32	0.3468679861252806
RN_TET2a	D	22	17	32	0.3468679861252806
RN_TET2b_c	D	22	0	0	0.0
RN_TET2b_g	D	22	0	7	0.0
RN_RUNX1_c	D	23	12	655	0.01799073477159263
RN_RUNX1_g	D	23	9	59	0.13233348037053375
RN_SRSF2	D	23	265	13	0.9532031221898494
RN_TET2a	D	23	691	52	0.9300009421138343
RN_TET2b_c	D	23	0	0	0.0
RN_TET2b_g	D	23	1	13	0.07137758743754462
RN_RUNX1_c	D	24	10	36	0.21734405564007825
RN_RUNX1_g	D	24	16	48	0.24996094360256207
RN_SRSF2	D	24	15	10	0.5997600959616153
RN_TET2a	D	24	32	35	0.4775406655723026
RN_TET2b_c	D	24	0	0	0.0
RN_TET2b_g	D	24	0	4	0.0
RN_RUNX1_c	D	3	44	188	0.18964699797422527
RN_RUNX1_g	D	3	23	290	0.07348008050860995
RN_SRSF2	D	3	33	21	0.6109979633401222
RN_TET2a	D	3	21	53	0.28374543980543165
RN_TET2b_c	D	3	0	0	0.0
RN_TET2b_g	D	3	2	2	0.49875311720698257
RN_RUNX1_c	D	4	61	319	0.16052209152390726
RN_RUNX1_g	D	4	20	134	0.12986169729238362
RN_SRSF2	D	4	22	42	0.34369629745352287
RN_TET2a	D	4	12	85	0.12369858777445623
RN_TET2b_c	D	4	0	0	0.0
RN_TET2b_g	D	4	2	6	0.24968789013732834
RN_RUNX1_c	D	5	34	5	0.8715713919507819
RN_RUNX1_g	D	5	1	3	0.24937655860349128
RN_SRSF2	D	5	25	19	0.5680527152919791
RN_TET2a	D	5	2	9	0.18165304268846502
RN_TET2b_c	D	5	0	0	0.0
RN_TET2b_g	D	5	0	0	0.0
RN_RUNX1_c	D	6	76	914	0.07676690134443087
RN_RUNX1_g	D	6	30	335	0.08218952905399853
RN_SRSF2	D	6	103	61	0.6280104871654167
RN_TET2a	D	6	13	127	0.09285051067780874
RN_TET2b_c	D	6	0	0	0.0
RN_TET2b_g	D	6	3	11	0.21413276231263384
RN_RUNX1_c	D	7	35	106	0.248209346854833
RN_RUNX1_g	D	7	8	364	0.02150479825811134
RN_SRSF2	D	7	8	8	0.4996876951905059
RN_TET2a	D	7	11	33	0.24994319472847082
