	FSC-A	FSC-W	FSC-H	SSC-A	SSC-W	SSC-H	CD16-PE	CD14-Pe-Cy5	CD56-PE-Cy7	CD66b-BV421	Zombie	CD45-FITC	Cd27-APC	R780/60-A	IgD-BB700	Time	Well	Plate	Plate_Well	Colour	CD45_pos	IgD_pos	IgD_neg	CD27_pos	CD27_neg	CD66b_pos	CD66b_neg	CD16_pos	CD16_neg	CD14_pos	CD14_neg	nBC	NE	CD14pos_mono	CD14neg_mono	unassigned	celltype
23	152475.3	109054.03	91630.0	116530.414	96693.35	78981.0	1702.0563448852465	1026.7592486403305	-34.66886987876979	33346.90121156693	909.5811270528144	3630.7639921374866	-9.799762155872358	112.36389186815583	573.9618957841085	8208.5	B24	not_seq_NE1	not_seq_NE1_B24	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
24	138024.0	103621.57	87294.0	116144.13	92690.15	82119.0	2257.861991889994	763.3514913841271	189.24444409703963	42687.405171756574	608.7916694571395	3097.9316268599796	604.1043824259195	-216.89164546405547	425.06274595169	8391.8	B23	not_seq_NE1	not_seq_NE1_B23	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
25	160264.8	113628.25	92434.0	121592.94	100089.36	79616.0	3014.623696619818	439.50207125072075	3.6753977826942084	18080.330341674897	609.1111438509814	3679.4328600334316	63.89605777290318	-124.89407636547679	680.0741654147969	8592.6	B22	not_seq_NE1	not_seq_NE1_B22	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
26	137889.0	112135.875	80587.0	146403.6	106618.516	89991.0	1257.9516596430665	756.1184856441722	51.57912686056745	33687.865474304344	865.1932595174749	3024.713122582057	341.5027758045839	160.56802039470563	498.65121099653766	8808.3	B21	not_seq_NE1	not_seq_NE1_B21	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
27	146338.2	106841.58	89763.0	139858.6	96838.59	94650.0	1866.239019396552	215.85101838194774	67.57490252582323	3926.932349689844	816.6341231689455	3155.5834001668118	569.1941016519113	-31.43207451331817	378.92934114098057	9019.9	B20	not_seq_NE1	not_seq_NE1_B20	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
28	138593.7	108299.67	83868.0	112262.19	102925.45	71481.0	1230.5101688419702	254.68402566500026	41.25514382385325	19896.997529117536	451.8108425614852	2518.6597253640803	424.8122151350922	108.2061170016286	334.3810033447412	9223.6	B19	not_seq_NE1	not_seq_NE1_B19	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
29	180326.69	125958.07	93824.0	133614.6	104931.89	83450.0	1180.6514387942825	2479.833547158391	5.006461539713911	24887.762688633204	641.7046438664303	3317.7681519070475	41.506816973981444	-148.3464354119901	743.8136589469533	9437.8	B18	not_seq_NE1	not_seq_NE1_B18	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
30	177295.5	119281.79	97410.0	146320.08	106515.086	90027.0	2357.418225105122	276.8347440363957	47.361768711549836	3578.649400256677	461.3745906260358	3444.434434076354	598.4255675273185	-14.206820226140508	161.92843809521636	9617.2	B17	not_seq_NE1	not_seq_NE1_B17	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
31	123165.9	103556.31	77946.0	99716.79	97526.26	67008.0	947.6288131624393	175.54660824705365	-10.915513588019529	12424.512642540563	285.08153577959666	2123.2582715561207	211.88195904089014	220.4079189306027	88.5821993125111	9840.4	B16	not_seq_NE1	not_seq_NE1_B16	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
32	135171.89	106152.336	83452.0	111048.54	91369.58	79651.0	1887.5261383561965	925.1076461000247	-24.985343999189574	28044.037234033196	626.8465649878733	3819.54830547776	262.910312076107	-175.73951130677062	726.0664247865841	10043.6	B15	not_seq_NE1	not_seq_NE1_B15	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
33	160246.8	111985.99	93779.0	147512.84	100564.88	96131.0	1435.5313648088613	1689.5479723068759	-24.013638422894438	32541.134527681857	724.5073831601933	3622.9920191325027	376.7588725509355	-122.49638921037706	238.16960612173682	10230.7	B14	not_seq_NE1	not_seq_NE1_B14	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
34	137844.0	103581.36	87214.0	130006.71	96301.93	88473.0	1126.9168841989936	-48.32531678359745	94.69320415860011	15258.118563839078	747.0975522184305	3366.159033220134	628.822083159673	165.587994251362	266.0505443506783	10442.7	B13	not_seq_NE1	not_seq_NE1_B13	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
35	141732.89	104900.3	88547.0	115527.3	93430.04	81036.0	1208.5018182387967	676.6085946840639	108.77426261099929	40792.06363664964	758.1822202876409	3192.4265351523227	342.2876408619535	-230.8134705084004	411.7680222122578	10670.6	B12	not_seq_NE1	not_seq_NE1_B12	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
36	137795.39	100668.39	89706.0	101529.0	93884.82	70872.0	1362.1923217497135	493.6700260243567	-7.0679577008414975	47211.275383655055	584.3373584814497	3634.6560579872553	-65.25050415347792	94.05310753865481	238.87976037096234	10871.4	B11	not_seq_NE1	not_seq_NE1_B11	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
37	133939.8	107107.39	81954.0	123638.31	95407.41	84928.0	1483.6121742470498	1110.67548350814	71.50095081967983	15594.02055925478	704.4702058014161	2655.2293422158014	107.65165114004361	-61.421311648575305	-84.1722127184259	11089.9	B10	not_seq_NE1	not_seq_NE1_B10	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
38	129301.195	106629.96	79470.0	145848.55	96763.81	98780.0	1615.3357983512199	779.679465322643	-19.00041320961256	19651.662875169928	663.9462337637469	2729.9721993301964	242.50245051789597	0.16122639156419893	512.8241199040714	11301.7	B9	not_seq_NE1	not_seq_NE1_B9	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
39	125578.8	101710.83	80915.0	107002.17	91898.445	76307.0	1634.2280676705914	993.4367165417386	28.02427872555063	28938.3763743141	325.4934842332233	2994.919488821444	126.84017680031486	-75.0974433297634	-90.70253468761229	11520.4	B8	not_seq_NE1	not_seq_NE1_B8	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
40	136663.2	104414.46	85777.0	125153.85	91531.91	89609.0	1488.1081762930824	893.7097425027079	42.913345489743016	19909.15019899818	495.0215563028678	3764.026624248497	196.56130900307397	-68.67159412774248	350.6650663703596	11706.0	B7	not_seq_NE1	not_seq_NE1_B7	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
41	168710.39	115823.26	95461.0	132454.02	103598.37	83790.0	1809.997181118073	1659.8532153965557	166.53006291756208	15953.906267030965	696.6794116756863	3619.377034176088	1664.6614619014335	446.1752270607661	436.26087432993756	11950.7	B6	not_seq_NE1	not_seq_NE1_B6	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	True	False	True	False	True	False	True	False	False	True	False	False	False	NE
42	152430.3	110521.12	90387.0	126329.22	99349.734	83333.0	1831.0305585959159	1296.6618038366876	13.282475274580774	28517.428654310344	866.5921873380565	5117.637238294179	231.97273016302512	-127.28598646875106	297.7802410004747	12215.3	B5	not_seq_NE1	not_seq_NE1_B5	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
43	151600.5	104521.49	95055.0	120509.79	94256.234	83790.0	1459.600647369695	795.3236371257548	4.837366695887455	9657.99122993529	561.0060279612978	3823.832112087887	133.45487851842898	-15.099067353913043	60.51467594230451	12395.1	B4	not_seq_NE1	not_seq_NE1_B4	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
44	131820.3	101511.984	85103.0	107110.05	89960.97	78029.0	1307.0577992147557	402.0681793601355	6.637072469559716	8267.248240360475	644.05770645323	1653.965054874565	586.8237886797631	-49.424327671478224	287.04138413561486	12633.0	B3	not_seq_NE1	not_seq_NE1_B3	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
45	142709.39	104267.69	89698.0	92198.25	88326.164	68409.0	1516.2172584026455	185.43552725277038	-16.444250067567456	6376.30563237343	480.1104238265622	2348.009929283328	305.6628032245753	107.179112378775	551.4425450245564	12861.8	C2	not_seq_NE1	not_seq_NE1_C2	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
46	166250.7	110342.164	98742.0	137224.23	101825.516	88319.0	1185.3800949235108	365.72139497110925	-30.686538306147384	31473.787589224594	454.2224605004927	3589.164092745187	-19.088558299299365	-91.32757978117024	531.6187368720706	13062.8	C1	not_seq_NE1	not_seq_NE1_C1	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
47	128601.9	101261.01	83231.0	126493.65	95884.516	86457.0	1711.3280988127149	887.9367795757527	-79.266918023245	13517.10002101568	560.0759389062342	3486.277366943113	34.92658926696984	16.151367642519737	-253.5596262015411	13272.8	B1	not_seq_NE1	not_seq_NE1_B1	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
48	149617.8	105813.92	92666.0	139733.31	94473.125	96933.0	2894.4086576940313	151.69192086483477	38.183018836092266	29363.326487502494	652.9564258363055	3782.741971816784	695.5115145716129	65.81592109619403	676.906345069775	13505.9	D1	not_seq_NE1	not_seq_NE1_D1	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
49	134793.89	105608.71	83647.0	125407.89	99161.836	82882.0	773.6277198779519	974.5533778354265	-95.86028719622091	21375.143044000604	451.9593073731346	2648.6289250902723	206.01226977906418	-83.81701119992329	49.91362006861192	13741.7	D2	not_seq_NE1	not_seq_NE1_D2	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
50	118301.4	98695.195	78555.0	114485.914	89968.805	83395.0	1393.5304841000645	1463.7077589179992	83.37051612871795	25248.216714422662	379.7088241931017	2978.3179131857946	-72.83411544959925	382.70936373822724	69.1584493210413	13954.1	D3	not_seq_NE1	not_seq_NE1_D3	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
51	135580.5	102785.6	86446.0	127147.02	92276.0	90302.0	1457.7649943825222	1294.3101850068488	103.91906070499716	26002.779920128218	271.3378506640561	3476.363891523489	310.97339046621073	81.83533505475862	34.68038775478283	14180.9	D4	not_seq_NE1	not_seq_NE1_D4	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
52	153351.89	108777.58	92391.0	138152.52	97972.836	92413.0	778.2612885595936	856.8277669767256	132.04498263691337	33243.566795774255	615.4775967603977	4221.066656499269	360.11079626982666	7.684158398579953	53.551459421161155	14397.9	C4	not_seq_NE1	not_seq_NE1_C4	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
53	122256.0	100910.2	79399.0	126531.06	91343.44	90782.0	2233.580264329115	668.30815837282	108.21674687684018	22835.211133703255	845.1939458579687	2279.520265509185	-78.45769095862414	17.296897417674785	261.387400804508	14620.8	C5	not_seq_NE1	not_seq_NE1_C5	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
54	127039.5	99702.555	83505.0	113110.44	89181.98	83120.0	1103.7892508881243	2314.0628432767785	26.11013175527451	40959.74465947008	437.6115157817049	4159.218291141648	17.19783346121055	-38.887990656357275	210.60651633192913	14824.1	C6	not_seq_NE1	not_seq_NE1_C6	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
55	142369.2	105339.13	88574.0	110918.914	93594.2	77667.0	2348.0121708962965	598.9345089824999	57.17101646044199	30705.633795804497	348.3911383801333	3325.078071104733	53.7549652745528	-220.60124298343686	283.26746029241485	15037.2	C7	not_seq_NE1	not_seq_NE1_C7	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
56	159188.39	118673.31	87910.0	128936.61	104567.43	80809.0	889.8104307416842	209.4686087156636	55.89024553333065	16639.255954879238	630.8083751535701	2506.0634424814652	730.8053377023637	264.4232382689504	294.9570388345909	15271.7	C8	not_seq_NE1	not_seq_NE1_C8	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
57	149365.8	109418.945	89462.0	128133.6	99630.586	84285.0	757.235619609625	187.0078651919799	-47.04333252962927	23885.45082635173	648.5779429431251	2282.1043794473653	84.28230235992642	124.18703289783156	277.22771577191406	15465.1	C9	not_seq_NE1	not_seq_NE1_C9	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
58	133456.5	101672.875	86023.0	118263.45	94031.1	82425.0	3072.7643261741023	2049.3672517685663	21.530095380587486	23738.4987684861	348.65555101120975	4853.986382411233	1133.2533771057774	-154.6538291427314	480.425990533441	15709.6	C10	not_seq_NE1	not_seq_NE1_C10	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	True	False	True	False	True	False	True	False	False	True	False	False	False	NE
59	159418.8	112706.53	92698.0	128539.89	104244.41	80810.0	1483.0608961556613	683.3480444321109	55.536857110898154	5836.3392416186725	320.1497331476146	2327.619049100663	348.47845777319804	-6.821654367564577	411.4312993197996	15928.0	C11	not_seq_NE1	not_seq_NE1_C11	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
60	135774.0	101351.85	87794.0	117114.18	87329.27	87888.0	1944.053943993494	518.532950808196	83.29178289141855	33870.867034987095	661.1601755540864	2831.7598444803743	574.637603793093	121.8111288619107	99.93914239214138	16132.6	C12	not_seq_NE1	not_seq_NE1_C12	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
61	134600.39	104818.05	84157.0	129046.234	92387.75	91540.0	828.6732308418572	329.9872219124958	-87.20296354259406	37571.28472388411	821.2724409847784	2354.67200748023	552.838028498192	68.71862197338879	167.3862059445821	16379.8	C13	not_seq_NE1	not_seq_NE1_C13	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
62	130026.59	108080.91	78843.0	123739.234	96664.46	83892.0	971.8368521398892	764.5632984961709	-52.82447513499228	12117.592818855848	564.7062179221259	3852.0986806225665	413.6678033560545	-46.599917182083814	353.99431038137544	16588.8	C14	not_seq_NE1	not_seq_NE1_C14	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
63	138582.0	106555.016	85234.0	110933.7	97672.45	74434.0	1006.4377739634095	2282.4044028762987	160.76173341333836	20741.363234721306	783.0540313433545	3728.105249849684	441.37836158873506	125.62636511205241	110.07140717756249	16786.4	C15	not_seq_NE1	not_seq_NE1_C15	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
64	151455.6	107797.67	92078.0	119153.46	98490.78	79285.0	1145.7944873870495	389.26877707048186	109.21233507191153	21632.013538852094	523.8334321150319	3246.5819715437706	206.63205229691317	-110.69892766214684	277.3528117991776	17030.3	C16	not_seq_NE1	not_seq_NE1_C16	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
65	120132.0	103356.45	76173.0	117076.77	94859.914	80885.0	2628.728967587338	772.731304680382	48.85481219848372	17250.29524172328	677.2948876860703	3252.3106274716333	120.9197529504548	78.54574230175135	213.7338490963706	17263.9	C17	not_seq_NE1	not_seq_NE1_C17	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE
66	146658.6	107548.76	89368.0	139088.64	99124.75	91958.0	3016.7255217107236	1209.4162967374552	120.10291019984652	27586.604561402106	707.9300208691293	2874.630536348457	521.8338948080178	5.095207814551884	457.1772872128971	17489.2	C18	not_seq_NE1	not_seq_NE1_C18	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	True	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	NE
