	FSC-A	FSC-W	FSC-H	SSC-A	SSC-W	SSC-H	CD34-PE	Lin-PE-Cy5	CD123-PE-Cy7	CD90-BV421	Zombie	CD45RA-FITC	IL1RAP-APC	CD38-APC-cy7	Time	Well	Plate	Plate_Well	CD34_pos	CD38_pos	CD38_neg	IL1RAP_pos	IL1RAP_neg	CD45RA_pos	CD45RA_neg	CD123_pos	CD123_neg	CD90_pos	CD90_neg	lsc	hsc	mpp	lmpp	cmp	gmp	gmp2	mep	unassigned	celltype	Colour	mds_sc1	mds_sc2
10	114378.3	89155.14	84077.0	32312.67	76898.95	27538.0	849.8149725334931	-18.3840567911339	-13.832254982712243	48.15484118143385	1809.744130772739	272.16674478541483	-598.902306589702	8951.237609516194	4171.5	A12	not_seq	not_seq_A12	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
11	144370.8	100587.74	94062.0	45429.66	89644.66	33212.0	1091.0597643463084	284.79941309599155	52.92024442524689	-9.199929254050005	1785.2048585220182	174.32119474036392	-799.9920934368834	9825.922231374252	4354.2	A13	not_seq	not_seq_A13	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
12	144225.0	95504.914	98968.0	58048.14	78761.164	48301.0	362.17186586505017	454.6351551964018	2727.785170439372	103.81209520193198	2497.6420747187003	10650.365348419962	25.756187105116226	3854.3189570270997	4578.9	A14	not_seq	not_seq_A14	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
13	144053.1	98110.29	96225.0	68050.53	86290.65	51683.0	445.21687480988214	288.2482482743611	159.33278051554208	-14.541885140546924	3150.680080551333	10388.926261400235	121.33205519851509	6222.306602222446	4792.0	A15	not_seq	not_seq_A15	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
14	164799.89	103557.53	104293.0	60087.42	86357.23	45600.0	950.476753162739	807.5461617187214	363.1008199872297	412.9110143227723	2991.3693083961984	3265.304586404717	148.53256316990792	4626.387584288493	5025.8	A16	not_seq	not_seq_A16	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
15	146541.6	97548.52	98451.0	75416.82	84470.14	58512.0	614.9592103468292	724.6133008748639	185.51838746838416	1.9994084303227737	2895.9050975492232	8949.918424760921	117.70806449476504	5330.009909487586	5225.9	A17	not_seq	not_seq_A17	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
16	159365.7	109773.61	95143.0	55405.082	91149.4	39836.0	509.1000576141245	287.4775729059885	142.1848988431434	86.94409883896492	3021.488608781557	296.5882147710901	-155.78532512818697	7282.116805949869	5444.7	A18	not_seq	not_seq_A18	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
17	117999.9	90510.79	85440.0	33401.04	79732.3	27454.0	605.8262318243486	318.9608607662931	101.34058827428368	216.23412675377298	2363.178472310066	280.41678714620554	-503.6001970782404	6270.601801509508	5666.3	A19	not_seq	not_seq_A19	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
18	143840.7	111232.65	84748.0	47712.54	89526.41	34927.0	459.5667548934413	78.46102492657207	1367.4131609146139	468.7744356746373	1970.7300671196263	168.09011957096817	-640.6655214578062	7993.726406491647	5904.4	A20	not_seq	not_seq_A20	True	True	False	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
19	157142.7	111555.88	92317.0	53464.11	93958.98	37291.0	656.2950293810868	901.4508761641122	346.21076739389883	321.33551823988245	3878.1072391101056	9874.510415195044	76.01163477264095	6317.128396994972	6135.8	A21	not_seq	not_seq_A21	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
20	143427.6	98071.57	95845.0	56538.69	85238.55	43470.0	641.4459030796085	233.88038953045037	525.6496071175666	411.58162872437936	3128.5141421871112	8721.838927542696	229.99480724002052	3989.127784363446	6398.7	A22	not_seq	not_seq_A22	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
21	146717.1	106451.72	90325.0	48321.54	90838.18	34862.0	755.0771503826318	-6.212065186260929	284.7883278354642	527.8499581862843	4893.297496741278	346.6176678661026	228.3673481101833	8744.087366935748	6660.3	A23	not_seq	not_seq_A23	True	True	False	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
22	149769.89	101051.34	97132.0	54412.41	86070.13	41431.0	278.2918733192492	-328.2476237628357	260.6993756269988	510.21508961661846	3361.6735028606545	2817.3286256707106	111.28485911751224	4373.974914889379	6933.5	A24	not_seq	not_seq_A24	False	True	False	False	True	True	False	True	False	True	False	False	False	False	False	False	False	False	False	True	unassigned	(0.8087954113106306, 0.5634700050056693, 0.19502642696727285)	False	False
23	120176.09	96411.58	81690.0	42046.23	80826.64	34092.0	435.8159480403606	657.759591584332	154.36808975300573	335.5224167124477	2568.841560815566	8040.845596182495	-699.6810238072835	3516.166451958314	7165.3	B24	not_seq	not_seq_B24	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
24	120784.5	92878.23	85227.0	33407.13	83135.36	26335.0	392.6751949312763	59.23127666560865	228.64274770215295	94.3688070389292	1893.7059914357073	2421.743861935261	-410.4637310588631	2336.3261658520732	7352.5	B23	not_seq	not_seq_B23	True	False	True	False	True	True	False	True	False	False	True	False	False	False	True	False	False	False	False	False	MDS_SC	(0.19783576093349015, 0.6955516966063037, 0.3995301037444499)	False	True
25	178532.1	110043.64	106324.0	58002.9	89008.31	42707.0	497.3553287229872	-268.8463760281563	216.05479107088564	77.57825534706166	3420.8512660600545	8428.540236216493	-549.0077020253327	6644.644515370672	7565.1	B22	not_seq	not_seq_B22	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
26	167985.89	115241.37	95531.0	62419.89	89823.67	45542.0	531.267544419746	433.8797772350687	326.4517671541706	488.5643040382306	4189.811238159614	8290.030852749587	-980.4456534680903	4298.7649766535815	7828.5	B21	not_seq	not_seq_B21	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
27	127340.09	103346.836	80751.0	35028.81	91877.375	24986.0	818.6871402992612	304.9713634269749	633.4289549634561	465.6849652363342	1553.9387176290268	130.52133059263508	-357.75983913429855	4101.2883896241865	8028.9	B20	not_seq	not_seq_B20	True	True	False	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
28	160003.8	104947.195	99917.0	62851.41	90731.53	45398.0	498.69596257849497	780.389497512748	184.1384118355552	376.80179643386873	2193.858090143692	7535.043401738606	-144.16686239153012	8035.790601789076	8263.6	B19	not_seq	not_seq_B19	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
29	129341.695	95675.22	88597.0	42285.48	82156.516	33731.0	1027.605119772943	316.4489272723247	271.4740670043906	40.98315181595328	1683.3913708344544	467.8467033262981	-113.28314693580958	3138.6189246221	8461.1	B18	not_seq	not_seq_B18	True	True	False	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
30	153701.1	104347.27	96533.0	54399.36	85147.27	41870.0	664.7068803848824	748.1363859682144	344.1916600233936	111.01684679625055	3052.7985447507986	7871.725704521773	-296.37825189523505	3888.545300541253	8697.9	B17	not_seq	not_seq_B17	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
31	119873.695	91787.99	85589.0	37891.11	80512.01	30843.0	441.1325825407913	313.5760333429407	264.5074975539406	82.04107189489517	1607.7480961414035	352.62757445094906	-25.3361643189574	4126.863309272493	8938.6	B16	not_seq	not_seq_B16	True	True	False	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
32	159569.1	101049.586	103489.0	62306.79	84244.66	48470.0	912.8585600048984	425.1090303847396	56.469797905207656	332.62019049829894	2890.2554073636534	7595.493232595306	-404.6261474614295	7231.800247910114	9161.1	B15	not_seq	not_seq_B15	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
33	156220.2	104846.46	97648.0	50493.93	85820.96	38559.0	697.8403213960546	-475.50229589378523	1093.0816514912437	542.5474976837495	8283.996689610842	387.81028244974283	-164.77351426074912	6576.669337787408	9370.3	B14	not_seq	not_seq_B14	True	True	False	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
34	136731.6	98047.36	91393.0	41410.26	88086.695	30809.0	511.78920038707827	775.6839371664892	-29.504242821841103	206.8723849835478	2333.474580925781	438.3839939232945	-345.7406106100982	9552.540521970643	9643.8	B13	not_seq	not_seq_B13	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
35	154791.0	108979.79	93085.0	94809.12	88433.27	70261.0	1453.9771912163285	533.0830708447132	81.86532183628253	229.21111631889283	3950.776020725571	692.6623069379407	-1061.7586370700003	9256.603837041	9869.8	B12	not_seq	not_seq_B12	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
36	180029.69	114778.49	102793.0	55044.03	91175.68	39565.0	891.3474152739306	690.9773909785798	847.7054584012242	862.3562414951227	3992.026719186306	10696.287145066466	-569.9912575200865	5295.695794927287	10071.8	B11	not_seq	not_seq_B11	True	True	False	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
37	155852.1	102445.54	99701.0	54304.53	87053.02	40882.0	441.87786915205646	599.4759060569265	632.42533192806	461.25903258099925	3730.15943349286	8371.413642413758	-926.5469204185644	6580.389440997553	10313.2	B10	not_seq	not_seq_B10	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
38	131897.7	93815.31	92139.0	46164.81	80365.96	37646.0	1071.5373436745454	350.59684500522917	301.2164092402611	-52.32786515513433	3267.9438077219293	9884.494576286375	-330.2733699917949	3278.6762346205946	10538.1	B9	not_seq	not_seq_B9	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
39	117970.195	93369.75	82803.0	39973.02	82472.98	31764.0	459.9310784563108	315.88058563819345	623.3371769380958	20.136603825558893	2952.2139673054617	10614.178540559242	-13.91827230745497	4790.989236645669	10758.8	B8	not_seq	not_seq_B8	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
40	167908.5	111805.93	98421.0	86072.58	96730.73	58315.0	637.1047290219335	-274.4563290950074	490.98259346661837	238.29990162807104	6562.902376414786	12374.121646421641	-1131.9941315008673	8617.542183855103	11017.0	B7	not_seq	not_seq_B7	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
41	122580.0	93255.51	86144.0	42407.28	79467.125	34973.0	817.9917289012201	483.73023984711216	912.3809612330574	72.34644175437458	1047.3001239055093	239.27500746764696	-779.1114715037428	7660.654050913087	11226.0	B6	not_seq	not_seq_B6	True	True	False	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
42	121999.5	91358.83	87516.0	38702.82	84113.016	30155.0	1018.9061516718907	91.31861770046305	234.06398365072184	146.0489154584173	2333.9317829837323	2557.632718461619	297.8363203298349	1984.716473155262	11470.2	B5	not_seq	not_seq_B5	True	False	True	False	True	True	False	True	False	False	True	False	False	False	True	False	False	False	False	False	MDS_SC	(0.19783576093349015, 0.6955516966063037, 0.3995301037444499)	False	True
43	146147.39	97524.85	98210.0	47056.56	79508.56	38787.0	467.0445184754477	899.5601303678295	706.226699413258	101.00807644846216	2259.976983428839	8906.330382523525	53.609982397532235	4432.155403330296	11701.3	B4	not_seq	not_seq_B4	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
44	113616.0	91204.53	81640.0	46423.2	77135.81	39442.0	767.5510807178734	48.57632720878962	191.92516439351323	608.8052867899723	2488.6146574816994	242.1517048267277	-58.695441869794124	955.9543098489206	11883.8	B3	not_seq	not_seq_B3	True	False	True	False	True	False	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HSC	(0.9603888539940703, 0.3814317878772117, 0.8683117650835491)	False	False
45	109547.09	93347.7	76909.0	56765.76	78674.48	47286.0	422.6032261782782	835.9161934888532	103.20241277228843	525.2150795902198	3312.631518899838	7690.305593025754	-529.4853431377389	6016.013870099127	12104.5	C2	not_seq	not_seq_C2	True	True	False	False	True	True	False	False	True	True	False	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
46	153514.8	106027.59	94888.0	46354.47	87612.805	34674.0	291.740540484678	667.4222422821285	611.9900132872136	324.61804749915376	3163.0022637929305	3861.257518023665	-667.8637829909902	4464.940254827729	12345.1	C1	not_seq	not_seq_C1	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
47	161155.8	102192.62	103349.0	66048.664	87186.84	49647.0	331.31016361528805	60.613314528818535	341.64497943327024	456.9215635834311	2432.5097527105654	4242.10811451038	-131.53937841395128	4030.35579533863	12577.6	B1	not_seq	not_seq_B1	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
48	127992.59	110653.95	75805.0	51803.28	89895.14	37766.0	950.7743018389883	734.1856787254062	56.18468171379914	782.5496700230703	2238.249653572721	432.5829509084763	147.9228240334188	6157.020832800235	12796.2	D1	not_seq	not_seq_D1	True	True	False	False	True	False	True	False	True	True	False	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
49	144447.3	95688.86	98930.0	43540.89	78261.59	36461.0	1286.1833826736927	632.0611146015815	-39.307836656415645	268.0397149723256	2107.855309869458	355.98952245319464	-165.2485938507216	4998.880319238073	13003.5	D2	not_seq	not_seq_D2	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
50	125206.195	97295.49	84336.0	37570.082	85617.67	28758.0	619.91651423419	760.1891021732215	225.06622795342417	420.58894902448174	2207.6829390398075	1403.5123310079007	-568.0660658216246	3561.8033751900166	13220.6	D3	not_seq	not_seq_D3	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
51	115143.3	89605.43	84214.0	42222.84	75181.12	36806.0	836.9657989102445	638.1496758128906	249.90258327153094	378.1056747202005	1693.5623440767065	441.8846766040433	-214.4080846947216	1433.2345387518287	13451.5	D4	not_seq	not_seq_D4	True	False	True	False	True	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	MDS_SC	(0.19783576093349015, 0.6955516966063037, 0.3995301037444499)	False	True
52	98464.5	88057.88	73281.0	41767.832	78694.125	34784.0	850.8387863549002	322.0945262280843	151.244856643741	286.56555421714785	1275.7473650064708	254.76133763935283	-449.41438792500657	4141.638796769971	13656.1	C4	not_seq	not_seq_C4	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
53	191979.89	117758.88	106842.0	76297.26	90491.84	55256.0	583.6471614761667	877.3203261536377	523.7504250913512	386.83012181266236	4102.728630524914	8242.77441182983	557.3339623274402	4165.508809276202	13864.4	C5	not_seq	not_seq_C5	True	True	False	True	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
54	169053.3	106633.15	103899.0	64424.37	85883.44	49161.0	1716.6050036519516	453.4181114964683	1053.0190991310137	316.5906695313042	3217.383472914125	291.07372327319473	-386.8867076329133	7916.64294163224	14073.7	C6	not_seq	not_seq_C6	True	True	False	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
55	144684.0	97812.18	96941.0	46940.85	82327.08	37367.0	319.31566961848125	370.29223331181805	504.61815042589717	280.860674989362	2598.2968314588984	4060.3416994682034	-504.2012625178671	4316.170452140316	14316.8	C7	not_seq	not_seq_C7	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
56	136646.1	111167.87	80556.0	93397.984	100448.51	60936.0	899.4754015279422	885.2247292314823	487.813507977406	410.76508709616104	2910.420220375732	8041.004423563283	332.7726489524298	2787.778133080648	14578.4	C8	not_seq	not_seq_C8	True	True	False	True	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
57	121220.09	92053.16	86301.0	40188.78	79413.016	33166.0	1406.3959349060751	676.9773783014086	299.9377529146479	182.74470211304046	2121.2410370882058	345.78391075053344	-382.40228316583966	829.1930059984222	14811.9	C9	not_seq	not_seq_C9	True	False	True	False	True	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	MDS_SC	(0.19783576093349015, 0.6955516966063037, 0.3995301037444499)	False	True
58	165276.0	118931.06	91074.0	56367.3	95801.03	38560.0	1004.8055061948295	333.06824814592045	140.65447193593604	320.29105861259393	2459.9383148804213	253.94726357264886	-971.6639091743259	7167.283315066374	15037.1	C10	not_seq	not_seq_C10	True	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	MEP	(0.6423044349219739, 0.5497680051256467, 0.9582651433656727)	False	False
59	117168.3	95011.586	80819.0	59724.63	81124.875	48248.0	719.5857444757229	174.73321167821888	362.40570559760056	503.3827700198321	2328.285449448584	298.95531681667734	-181.301861210037	2549.494788082518	15188.3	C11	not_seq	not_seq_C11	True	True	False	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	CMP	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)	False	False
60	127766.695	95802.37	87402.0	39018.63	80694.41	31689.0	554.1848248291687	530.1423715979217	534.382306954862	56.09075947658147	1954.7181370384762	5510.259779001523	-430.955054436832	5656.225553151128	15400.6	C12	not_seq	not_seq_C12	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
61	143294.39	115294.17	81452.0	44122.92	103817.89	27853.0	427.6557129141406	422.1381156374074	244.29015467565011	425.9538513904005	1464.9650303552253	1513.2788788213577	-353.54257068260716	7175.394645747892	16392.7	C13	not_seq	not_seq_C13	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
62	154011.6	110366.02	91453.0	43487.82	90344.82	31546.0	287.4238942094374	725.5987260408173	716.5008338341859	745.9951137428885	2815.962368487395	7499.620429481563	-855.7680571929909	2820.9112045213774	16601.2	C14	not_seq	not_seq_C14	True	True	False	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
63	164046.6	107179.47	100308.0	57239.91	86381.164	43427.0	486.18557683789993	216.8329616265408	172.64101436843163	170.30010453858102	2999.35639730456	2181.9994409528763	-510.92252384369795	3748.0003962723436	16790.3	C15	not_seq	not_seq_C15	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
64	204427.8	123386.04	108581.0	62827.92	93592.09	43994.0	447.4132174946402	651.6527955507561	381.10539428049515	359.31954549107377	4136.842916837353	8164.3243165631575	-576.2279588277206	4708.804669185912	17017.3	C16	not_seq	not_seq_C16	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
65	145505.7	99205.82	96122.0	56525.64	85097.5	43532.0	620.4034957074357	644.6931385755172	1009.6322168668701	277.420808886616	1607.5569299048154	6254.629873359821	-15.75218579036732	5100.590587846783	17240.6	C17	not_seq	not_seq_C17	True	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	False	GMP	(0.22335772267769388, 0.6565792317435265, 0.8171355503265633)	False	False
66	138526.2	95767.31	94797.0	52494.93	79153.04	43464.0	377.70383719313213	5.896445436370811	127.1471505142811	267.063249804675	3071.017456645709	5756.533225639944	-566.6966121622298	3010.751211879699	17461.5	C18	not_seq	not_seq_C18	True	True	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP2	(0.5920891529639701, 0.6418467016378244, 0.1935069134991043)	False	False
