	FSC-A	FSC-W	FSC-H	SSC-A	SSC-W	SSC-H	CD16-PE	CD14-Pe-Cy5	CD56-PE-Cy7	CD66b-BV421	Zombie	CD45-FITC	Cd27-APC	R780/60-A	IgD-BB700	Time	Well	Plate	Plate_Well	CD45_pos	IgD_pos	IgD_neg	CD27_pos	CD27_neg	CD66b_pos	CD66b_neg	CD16_pos	CD16_neg	CD14_pos	CD14_neg	nBC	NE	CD14pos_mono	CD14neg_mono	unassigned	celltype	Colour
22	149044.5	108181.1	90291.0	150966.75	96095.08	102958.0	791.34	253.97	88.29	49529.0	853.0	3678.36	729.60004	222.40001	441.96	7986.0	A24	not_seq_NE1	not_seq_NE1_A24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
23	152475.3	109054.03	91630.0	116530.414	96693.35	78981.0	1781.06	1192.4601	68.670006	33605.0	1002.0	3662.7	570.4	219.2	1061.4	8208.5	B24	not_seq_NE1	not_seq_NE1_B24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
24	138024.0	103621.57	87294.0	116144.13	92690.15	82119.0	2355.49	1072.56	279.04	42927.0	725.0	3125.04	1072.0	-83.200005	837.81	8391.8	B23	not_seq_NE1	not_seq_NE1_B23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
25	160264.8	113628.25	92434.0	121592.94	100089.36	79616.0	3065.08	736.84	68.670006	18349.0	766.0	3713.16	392.0	-14.400001	1000.5	8592.6	B22	not_seq_NE1	not_seq_NE1_B22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
26	137889.0	112135.875	80587.0	146403.6	106618.516	89991.0	1334.16	935.22003	132.98001	33911.0	935.0	3052.83	797.60004	276.80002	863.04	8808.3	B21	not_seq_NE1	not_seq_NE1_B21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
27	146338.2	106841.58	89763.0	139858.6	96838.59	94650.0	1903.14	481.78003	109.0	4165.0	913.0	3184.2	744.8	66.4	565.5	9019.9	B20	not_seq_NE1	not_seq_NE1_B20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
28	138593.7	108299.67	83868.0	112262.19	102925.45	71481.0	1274.2101	439.27002	79.57	20084.0	517.0	2536.92	628.8	190.40001	500.25	9223.6	B19	not_seq_NE1	not_seq_NE1_B19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
29	180326.69	125958.07	93824.0	133614.6	104931.89	83450.0	1304.73	2610.55	227.81001	25128.0	713.0	3344.28	1208.8	33.600002	1760.01	9437.8	B18	not_seq_NE1	not_seq_NE1_B18	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
30	177295.5	119281.79	97410.0	146320.08	106515.086	90027.0	2394.73	585.33	93.740005	3836.0	577.0	3466.08	776.8	56.0	390.63	9617.2	B17	not_seq_NE1	not_seq_NE1_B17	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
31	123165.9	103556.31	77946.0	99716.79	97526.26	67008.0	974.46	295.39	13.08	12576.0	332.0	2134.11	339.2	249.6	207.06	9840.4	B16	not_seq_NE1	not_seq_NE1_B16	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
32	135171.89	106152.336	83452.0	111048.54	91369.58	79651.0	1960.91	1152.13	76.3	28321.0	731.0	3848.8801	809.60004	-34.4	1181.46	10043.6	B15	not_seq_NE1	not_seq_NE1_B15	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
33	160246.8	111985.99	93779.0	147512.84	100564.88	96131.0	1537.99	1882.43	131.89	32805.0	798.0	3646.17	1187.2001	-16.800001	966.57	10230.7	B14	not_seq_NE1	not_seq_NE1_B14	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
34	137844.0	103581.36	87214.0	130006.71	96301.93	88473.0	1167.39	158.05	109.0	15505.0	806.0	3388.65	705.60004	245.6	317.55	10442.7	B13	not_seq_NE1	not_seq_NE1_B13	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
35	141732.89	104900.3	88547.0	115527.3	93430.04	81036.0	1293.8301	850.2	182.03	41025.0	824.0	3217.26	770.4	-124.0	742.98	10670.6	B12	not_seq_NE1	not_seq_NE1_B12	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
36	137795.39	100668.39	89706.0	101529.0	93884.82	70872.0	1435.53	612.58	44.690002	47461.0	654.0	3654.87	284.80002	137.6	502.86002	10871.4	B11	not_seq_NE1	not_seq_NE1_B11	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
37	133939.8	107107.39	81954.0	123638.31	95407.41	84928.0	1556.52	1261.13	172.22	15786.0	774.0	2674.3801	610.4	-25.6	422.82	11089.9	B10	not_seq_NE1	not_seq_NE1_B10	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
38	129301.195	106629.96	79470.0	145848.55	96763.81	98780.0	1672.06	974.46	65.4	19854.0	751.0	2756.16	681.60004	107.200005	898.71	11301.7	B9	not_seq_NE1	not_seq_NE1_B9	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
39	125578.8	101710.83	80915.0	107002.17	91898.445	76307.0	1710.2101	1158.67	119.9	29151.0	402.0	3007.59	605.60004	-46.4	374.1	11520.4	B8	not_seq_NE1	not_seq_NE1_B8	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
40	136663.2	104414.46	85777.0	125153.85	91531.91	89609.0	1559.79	1067.11	132.98001	20176.0	573.0	3784.5	675.2	22.4	774.3	11706.0	B7	not_seq_NE1	not_seq_NE1_B7	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
41	168710.39	115823.26	95461.0	132454.02	103598.37	83790.0	1920.5801	2090.62	340.08002	16252.0	792.0	3646.17	2456.8	670.4	1177.98	11950.7	B6	not_seq_NE1	not_seq_NE1_B6	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
42	152430.3	110521.12	90387.0	126329.22	99349.734	83333.0	1928.2101	1505.29	138.43001	28878.0	960.0	5146.05	900.0	-31.2	897.84	12215.3	B5	not_seq_NE1	not_seq_NE1_B5	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
43	151600.5	104521.49	95055.0	120509.79	94256.234	83790.0	1516.1901	949.39	81.75	9925.0	632.0	3841.92	524.8	26.4	445.44	12395.1	B4	not_seq_NE1	not_seq_NE1_B4	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
44	131820.3	101511.984	85103.0	107110.05	89960.97	78029.0	1339.61	616.94	58.86	8403.0	712.0	1675.62	817.60004	37.600002	514.17	12633.0	B3	not_seq_NE1	not_seq_NE1_B3	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
45	142709.39	104267.69	89698.0	92198.25	88326.164	68409.0	1540.17	381.5	19.62	6552.0	563.0	2370.75	480.0	204.8	702.96	12861.8	C2	not_seq_NE1	not_seq_NE1_C2	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
46	166250.7	110342.164	98742.0	137224.23	101825.516	88319.0	1239.3301	481.78003	14.17	31721.0	521.0	3609.6301	281.6	-11.2	736.89	13062.8	C1	not_seq_NE1	not_seq_NE1_C1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
47	128601.9	101261.01	83231.0	126493.65	95884.516	86457.0	1763.62	1040.9501	1.09	13759.0	637.0	3501.75	433.6	4.8	176.61	13272.8	B1	not_seq_NE1	not_seq_NE1_B1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
48	149617.8	105813.92	92666.0	139733.31	94473.125	96933.0	2949.54	535.19	86.11	29652.0	804.0	3816.69	927.2	207.2	885.66003	13505.9	D1	not_seq_NE1	not_seq_NE1_D1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
49	134793.89	105608.71	83647.0	125407.89	99161.836	82882.0	829.49005	1075.8301	-7.63	21562.0	490.0	2661.33	674.4	-42.4	468.06	13741.7	D2	not_seq_NE1	not_seq_NE1_D2	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
50	118301.4	98695.195	78555.0	114485.914	89968.805	83395.0	1487.8501	1581.5901	212.55	25457.0	448.0	2992.8	607.2	440.80002	702.96	13954.1	D3	not_seq_NE1	not_seq_NE1_D3	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
51	135580.5	102785.6	86446.0	127147.02	92276.0	90302.0	1552.16	1475.86	223.45001	26252.0	342.0	3488.7	924.8	154.40001	608.13	14180.9	D4	not_seq_NE1	not_seq_NE1_D4	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
52	153351.89	108777.58	92391.0	138152.52	97972.836	92413.0	870.91003	986.45	212.55	33539.0	654.0	4236.9	820.0	74.4	434.13	14397.9	C4	not_seq_NE1	not_seq_NE1_C4	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
53	122256.0	100910.2	79399.0	126531.06	91343.44	90782.0	2298.81	866.55005	179.85	23005.0	957.0	2308.98	292.0	78.4	634.23	14620.8	C5	not_seq_NE1	not_seq_NE1_C5	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
54	127039.5	99702.555	83505.0	113110.44	89181.98	83120.0	1240.42	2421.98	226.72	41249.0	495.0	4175.13	1096.0	65.6	1158.84	14824.1	C6	not_seq_NE1	not_seq_NE1_C6	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
55	142369.2	105339.13	88574.0	110918.914	93594.2	77667.0	2416.53	826.22003	125.350006	30944.0	466.0	3346.02	420.0	-155.2	630.75	15037.2	C7	not_seq_NE1	not_seq_NE1_C7	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
56	159188.39	118673.31	87910.0	128936.61	104567.43	80809.0	931.95	409.84003	91.560005	16831.0	679.0	2525.61	907.2	359.2	431.52	15271.7	C8	not_seq_NE1	not_seq_NE1_C8	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
57	149365.8	109418.945	89462.0	128133.6	99630.586	84285.0	791.34	274.68002	-21.800001	24046.0	690.0	2301.15	259.2	168.8	394.98	15465.1	C9	not_seq_NE1	not_seq_NE1_C9	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
58	133456.5	101672.875	86023.0	118263.45	94031.1	82425.0	3192.61	2510.27	228.90001	24111.0	505.0	4880.7	2113.6	44.0	1423.3201	15709.6	C10	not_seq_NE1	not_seq_NE1_C10	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
59	159418.8	112706.53	92698.0	128539.89	104244.41	80810.0	1530.3601	880.72003	130.8	6012.0	399.0	2345.52	708.0	96.0	750.81	15928.0	C11	not_seq_NE1	not_seq_NE1_C11	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
60	135774.0	101351.85	87794.0	117114.18	87329.27	87888.0	2014.3201	785.89	146.06	34087.0	756.0	2854.47	890.4	192.8	403.68	16132.6	C12	not_seq_NE1	not_seq_NE1_C12	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
61	134600.39	104818.05	84157.0	129046.234	92387.75	91540.0	876.36005	492.68002	-45.780003	37748.0	864.0	2375.97	799.2	127.200005	347.13	16379.8	C13	not_seq_NE1	not_seq_NE1_C13	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
62	130026.59	108080.91	78843.0	123739.234	96664.46	83892.0	1024.6	923.23004	26.16	12391.0	618.0	3871.5	827.2	45.600002	705.57	16588.8	C14	not_seq_NE1	not_seq_NE1_C14	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
63	138582.0	106555.016	85234.0	110933.7	97672.45	74434.0	1139.05	2447.05	361.88	21014.0	834.0	3748.83	1460.0	252.0	1048.35	16786.4	C15	not_seq_NE1	not_seq_NE1_C15	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
64	151455.6	107797.67	92078.0	119153.46	98490.78	79285.0	1205.54	533.01	154.78	21862.0	584.0	3265.11	470.4	-39.2	492.42	17030.3	C16	not_seq_NE1	not_seq_NE1_C16	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
65	120132.0	103356.45	76173.0	117076.77	94859.914	80885.0	2692.3	1034.41	132.98001	17489.0	807.0	3279.9	528.8	143.2	644.67	17263.9	C17	not_seq_NE1	not_seq_NE1_C17	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
66	146658.6	107548.76	89368.0	139088.64	99124.75	91958.0	3109.77	1573.9601	250.70001	27816.0	861.0	2907.54	1147.2001	146.40001	1075.32	17489.2	C18	not_seq_NE1	not_seq_NE1_C18	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
67	124333.195	99898.24	81566.0	108867.45	89299.195	79897.0	1566.3301	276.86002	-92.65	12267.0	399.0	2376.84	193.6	-77.6	281.01	17686.9	C19	not_seq_NE1	not_seq_NE1_C19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
68	162473.39	112485.28	94660.0	117072.42	96559.93	79458.0	991.9	340.08002	112.270004	17369.0	773.0	3149.4	1060.8	412.0	701.22003	17926.7	C20	not_seq_NE1	not_seq_NE1_C20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
69	137485.8	108188.57	83283.0	142892.28	93641.21	100005.0	3804.1	1226.25	177.67	29519.0	885.0	4058.55	904.0	56.0	783.0	18168.9	C21	not_seq_NE1	not_seq_NE1_C21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
70	147585.6	108019.45	89541.0	136129.77	97763.414	91255.0	2078.6301	1689.5	259.42	10385.0	833.0	4444.83	1242.4	-43.2	1226.7	18346.1	C22	not_seq_NE1	not_seq_NE1_C22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
71	138663.0	101783.32	89282.0	91649.28	82871.05	72478.0	1200.0901	616.94	86.11	9059.0	605.0	3195.51	784.8	86.4	430.65	18563.6	C23	not_seq_NE1	not_seq_NE1_C23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
72	152948.7	108142.79	92689.0	157514.38	99235.39	104024.0	1894.42	2733.72	204.92001	16045.0	1162.0	3360.81	1720.0	-84.8	1559.91	18812.0	C24	not_seq_NE1	not_seq_NE1_C24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
73	130103.09	108622.56	78496.0	147694.69	102881.734	94082.0	1798.5	942.85004	246.34001	21662.0	1005.0	3500.01	912.0	256.80002	1021.38	19003.9	D24	not_seq_NE1	not_seq_NE1_D24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
74	135233.1	100025.234	88604.0	132560.16	93631.04	92784.0	1202.27	1156.49	95.920006	13669.0	704.0	3446.94	768.0	-114.4	620.31	19194.6	D23	not_seq_NE1	not_seq_NE1_D23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
75	158713.2	112401.695	92538.0	143334.23	102824.73	91355.0	2052.47	1431.17	75.21	15533.0	646.0	3233.79	790.4	32.0	893.49	19414.9	D22	not_seq_NE1	not_seq_NE1_D22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
76	141078.6	107051.63	86367.0	141025.27	95725.82	96549.0	2265.02	1648.0801	178.76001	28784.0	859.0	3446.94	755.2	248.8	613.35	19654.9	D21	not_seq_NE1	not_seq_NE1_D21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
77	120312.0	99736.484	79056.0	133067.38	92443.01	94336.0	1914.04	1092.18	52.32	22637.0	645.0	3185.07	856.8	300.0	979.62	19900.6	D20	not_seq_NE1	not_seq_NE1_D20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
78	152882.1	110704.17	90505.0	139420.11	100489.83	90925.0	1911.8601	844.75	30.52	28920.0	1183.0	3778.41	1128.8	-40.0	927.42	20114.2	D19	not_seq_NE1	not_seq_NE1_D19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
